timestamp,city,pm25,temperature,pressure,wind_speed,wind_direction,dewpoint,snow_hours,rain_hours
2010-01-04 02:00:00,北京,98.3,-1.5,1013.9,4.46,NE,-14.0,0,0
2010-01-04 03:00:00,北京,112.8,-5.8,1017.5,4.02,cv,-17.8,0,0
2010-01-04 04:00:00,北京,127.3,-7.2,1018.0,4.67,NE,-18.6,0,0
2010-01-04 05:00:00,北京,108.0,-7.0,1015.1,5.02,SE,-23.0,0,0
2010-01-04 06:00:00,北京,112.5,-6.2,1013.3,4.63,cv,-18.4,1,0
2010-01-04 07:00:00,北京,97.7,-5.3,1017.2,4.31,cv,-19.4,0,0
2010-01-04 08:00:00,北京,123.9,-7.1,1011.5,4.29,NW,-22.4,0,0
2010-01-04 09:00:00,北京,114.6,-2.4,1004.3,2.99,NE,-14.0,0,0
2010-01-04 10:00:00,北京,121.5,-8.2,1013.6,8.28,cv,-22.1,0,0
2010-01-04 11:00:00,北京,116.8,-4.6,1013.3,3.53,cv,-19.6,0,0
2010-01-04 12:00:00,北京,124.7,-7.2,1017.7,4.66,cv,-19.9,0,0
2010-01-04 13:00:00,北京,102.4,-0.6,1015.5,3.77,cv,-15.1,0,0
2010-01-04 14:00:00,北京,102.7,0.2,1011.5,3.99,SE,-9.5,0,0
2010-01-04 15:00:00,北京,142.3,0.2,1015.1,2.5,SE,-14.5,1,0
2010-01-04 16:00:00,北京,97.4,-3.5,1020.3,3.36,cv,-16.3,0,0
2010-01-04 17:00:00,北京,95.8,2.4,1013.1,4.64,NE,-8.7,0,0
2010-01-04 18:00:00,北京,127.4,0.2,1010.0,6.08,NE,-12.8,0,0
2010-01-04 19:00:00,北京,137.1,3.2,1011.7,7.55,NE,-10.0,0,0
2010-01-04 20:00:00,北京,85.8,-0.4,1018.4,4.57,cv,-13.4,0,0
2010-01-04 21:00:00,北京,93.9,2.9,1006.7,6.01,SE,-12.2,0,0
2010-01-04 22:00:00,北京,101.9,1.1,1017.7,6.5,NW,-12.7,0,0
2010-01-04 23:00:00,北京,119.1,-0.5,1012.1,3.31,cv,-12.6,0,0
2010-01-05 00:00:00,北京,88.5,1.1,1019.8,3.29,cv,-11.6,0,0
2010-01-05 01:00:00,北京,99.8,-1.4,1016.5,4.99,SE,-12.9,0,0
2010-01-05 02:00:00,北京,115.1,-3.0,1018.6,2.77,SE,-16.3,0,0
2010-01-05 03:00:00,北京,114.6,-2.4,1020.0,4.23,NW,-16.9,0,0
2010-01-05 04:00:00,北京,108.8,-1.3,1020.5,4.69,NW,-12.9,0,0
2010-01-05 05:00:00,北京,115.6,-5.6,1020.6,7.11,NE,-18.6,0,0
2010-01-05 06:00:00,北京,104.3,-10.5,1013.1,3.26,SE,-23.0,0,0
2010-01-05 07:00:00,北京,121.0,-10.5,1021.6,2.93,NE,-26.3,0,0
2010-01-05 08:00:00,北京,123.1,-7.4,1010.2,5.27,cv,-22.3,0,0
2010-01-05 09:00:00,北京,130.6,-5.4,1010.3,5.07,NW,-19.9,0,0
2010-01-05 10:00:00,北京,121.6,-6.6,1016.2,5.17,NW,-20.9,0,0
2010-01-05 11:00:00,北京,133.4,-5.1,1022.4,4.77,cv,-21.6,0,0
2010-01-05 12:00:00,北京,138.4,-5.2,1015.7,3.28,NW,-19.6,0,0
2010-01-05 13:00:00,北京,125.8,-2.0,1011.3,3.38,NE,-16.7,0,0
2010-01-05 14:00:00,北京,125.0,-1.3,1018.2,4.74,SE,-17.3,0,0
2010-01-05 15:00:00,北京,117.8,-3.3,1013.4,6.36,cv,-15.7,0,0
2010-01-05 16:00:00,北京,113.3,0.8,1016.7,5.43,NW,-12.8,0,0
2010-01-05 17:00:00,北京,100.8,-2.1,1016.0,4.99,cv,-19.9,0,0
2010-01-05 18:00:00,北京,109.6,2.6,1009.1,3.44,NW,-15.6,0,0
2010-01-05 19:00:00,北京,101.5,1.7,1019.9,3.38,cv,-12.9,0,0
2010-01-05 20:00:00,北京,125.4,2.7,1005.6,3.59,SE,-11.3,0,0
2010-01-05 21:00:00,北京,117.7,2.9,1009.4,5.72,NW,-10.8,0,0
2010-01-05 22:00:00,北京,102.9,2.3,1017.2,10.47,NE,-13.8,0,0
2010-01-05 23:00:00,北京,89.7,3.8,1027.9,3.93,SE,-7.4,0,0
2010-01-06 00:00:00,北京,87.4,-0.1,1005.9,5.33,cv,-13.0,0,0
2010-01-06 01:00:00,北京,117.4,-1.0,1014.4,3.71,SE,-16.2,0,0
2010-01-06 02:00:00,北京,109.4,0.0,1002.9,4.68,SE,-13.3,0,0
2010-01-06 03:00:00,北京,115.6,-0.1,1014.0,6.26,cv,-14.2,0,0
2010-01-06 04:00:00,北京,92.8,-5.2,1013.0,5.98,SE,-16.0,0,0
2010-01-06 05:00:00,北京,128.8,-7.2,1017.1,5.51,SE,-21.8,0,0
2010-01-06 06:00:00,北京,126.7,-7.9,1024.2,4.19,NW,-20.6,0,0
2010-01-06 07:00:00,北京,111.0,-6.6,1021.0,2.77,SE,-19.5,0,0
2010-01-06 08:00:00,北京,121.1,-8.0,1015.4,4.04,SE,-21.8,0,0
2010-01-06 09:00:00,北京,131.4,-11.0,1021.6,4.14,NW,-27.5,0,0
2010-01-06 10:00:00,北京,129.4,-4.7,1016.6,3.54,SE,-18.2,0,0
2010-01-06 11:00:00,北京,124.7,-4.5,1010.9,4.36,cv,-21.6,0,0
2010-01-06 12:00:00,北京,125.5,-2.8,1015.4,4.85,SE,-17.1,0,0
2010-01-06 13:00:00,北京,121.3,-1.2,1017.5,2.89,NE,-10.8,0,0
2010-01-06 14:00:00,北京,123.1,-2.3,1034.0,3.71,cv,-18.5,0,0
2010-01-06 15:00:00,北京,135.3,-0.8,1021.7,3.22,cv,-12.1,0,0
2010-01-06 16:00:00,北京,82.9,1.9,1017.9,6.22,NW,-6.7,0,0
2010-01-06 17:00:00,北京,107.0,-1.5,1006.4,4.92,NE,-14.4,0,0
2010-01-06 18:00:00,北京,108.4,1.0,1015.5,3.72,NE,-11.6,0,0
2010-01-06 19:00:00,北京,106.7,2.1,1021.4,2.77,SE,-12.5,0,0
2010-01-06 20:00:00,北京,96.3,4.2,1016.4,4.74,NW,-6.2,0,0
2010-01-06 21:00:00,北京,78.2,1.1,1020.3,4.08,NE,-11.3,0,0
2010-01-06 22:00:00,北京,102.7,0.3,1017.4,6.19,SE,-9.4,0,0
2010-01-06 23:00:00,北京,120.0,0.0,1020.1,3.9,NE,-9.2,0,0
2010-01-07 00:00:00,北京,82.8,0.7,1006.1,4.81,NW,-11.3,0,0
2010-01-07 01:00:00,北京,113.9,-1.5,1023.6,7.37,cv,-17.4,0,0
2010-01-07 02:00:00,北京,102.7,-5.6,1020.7,3.93,NE,-19.1,0,0
2010-01-07 03:00:00,北京,109.5,-6.5,1022.8,3.4,SE,-19.1,5,0
2010-01-07 04:00:00,北京,101.5,-4.9,1017.1,8.21,NE,-20.5,0,0
2010-01-07 05:00:00,北京,114.0,-5.9,1019.4,4.87,cv,-22.0,0,0
2010-01-07 06:00:00,北京,137.3,-7.0,1020.7,3.05,NW,-24.4,0,0
2010-01-07 07:00:00,北京,131.8,-8.5,1016.7,5.43,NW,-22.6,0,0
2010-01-07 08:00:00,北京,147.9,-6.1,1012.9,4.67,NW,-24.8,0,0
2010-01-07 09:00:00,北京,142.8,-6.8,1011.5,5.35,NW,-21.0,0,0
2010-01-07 10:00:00,北京,134.4,-6.4,1016.3,5.54,NW,-20.5,0,0
2010-01-07 11:00:00,北京,149.6,-5.5,1012.3,7.35,NW,-24.1,0,0
2010-01-07 12:00:00,北京,132.4,-2.0,1012.0,7.89,NE,-18.3,0,0
2010-01-07 13:00:00,北京,134.7,-6.0,1024.2,2.91,NE,-21.3,0,0
2010-01-07 14:00:00,北京,118.1,-3.5,1024.2,2.94,SE,-18.2,0,0
2010-01-07 15:00:00,北京,118.8,-2.1,1013.9,6.61,NE,-11.7,0,0
2010-01-07 16:00:00,北京,105.8,2.3,1020.8,3.33,SE,-8.0,0,0
2010-01-07 17:00:00,北京,122.2,0.1,1014.0,4.1,SE,-15.9,0,0
2010-01-07 18:00:00,北京,92.5,0.1,1013.1,4.67,NE,-13.6,0,0
2010-01-07 19:00:00,北京,112.9,1.9,1016.3,8.43,SE,-13.2,0,0
2010-01-07 20:00:00,北京,98.9,2.5,1010.5,6.24,NE,-10.8,0,0
2010-01-07 21:00:00,北京,113.7,4.5,1012.0,5.04,SE,-11.2,0,0
2010-01-07 22:00:00,北京,108.2,0.9,1021.4,3.3,SE,-14.6,4,0
2010-01-07 23:00:00,北京,121.5,-0.5,1016.8,3.69,NE,-14.6,0,0
2010-01-08 00:00:00,北京,110.4,-2.1,1017.5,4.57,NW,-15.2,0,0
2010-01-08 01:00:00,北京,85.1,-2.1,1014.5,7.41,SE,-12.6,0,0
2010-01-08 02:00:00,北京,106.3,2.4,1012.7,2.72,NE,-13.6,0,0
2010-01-08 03:00:00,北京,96.6,-3.3,1016.6,7.63,cv,-19.0,0,0
2010-01-08 04:00:00,北京,108.4,-4.0,1020.1,4.27,cv,-19.7,0,0
2010-01-08 05:00:00,北京,136.6,-6.3,1018.6,7.82,cv,-22.4,0,0
2010-01-08 06:00:00,北京,129.7,-6.8,1020.1,2.93,NE,-19.6,0,0
2010-01-08 07:00:00,北京,116.8,-6.0,1007.8,5.56,NW,-19.6,0,0
2010-01-08 08:00:00,北京,115.4,-6.6,1012.0,5.58,SE,-18.6,0,0
2010-01-08 09:00:00,北京,129.5,-6.9,1014.0,4.55,NW,-18.2,0,0
2010-01-08 10:00:00,北京,115.0,-7.0,1019.3,3.88,SE,-23.5,0,0
2010-01-08 11:00:00,北京,121.0,-7.0,1018.9,9.5,NW,-21.3,0,0
2010-01-08 12:00:00,北京,131.3,-4.4,1019.6,5.21,NE,-17.2,0,0
2010-01-08 13:00:00,北京,139.1,-3.9,1014.4,5.44,NE,-21.1,0,0
2010-01-08 14:00:00,北京,129.4,1.5,1015.1,8.72,NW,-9.5,0,0
2010-01-08 15:00:00,北京,91.0,0.7,1023.7,4.24,NW,-11.3,0,0
2010-01-08 16:00:00,北京,118.2,-1.6,1015.6,5.01,SE,-11.4,0,0
2010-01-08 17:00:00,北京,111.6,-1.5,1006.2,4.4,NW,-15.6,0,0
2010-01-08 18:00:00,北京,112.0,0.8,1017.2,2.83,cv,-12.5,0,0
2010-01-08 19:00:00,北京,123.4,-0.1,1020.9,3.8,cv,-13.5,0,0
2010-01-08 20:00:00,北京,76.8,1.3,1020.3,5.42,cv,-7.7,0,0
2010-01-08 21:00:00,北京,93.0,0.1,1013.3,4.54,cv,-14.1,0,0
2010-01-08 22:00:00,北京,106.7,0.9,1013.4,5.63,SE,-12.4,0,0
2010-01-08 23:00:00,北京,81.1,0.2,1018.7,6.22,NW,-16.4,0,0
2010-01-09 00:00:00,北京,108.7,0.0,1015.7,3.82,NW,-12.9,0,0
2010-01-09 01:00:00,北京,97.8,-1.9,1018.3,4.49,NE,-19.4,0,0
2010-01-09 02:00:00,北京,106.7,-4.6,1013.5,3.32,NE,-18.0,0,0
2010-01-09 03:00:00,北京,93.3,-1.7,1017.3,3.62,NW,-12.6,0,0
2010-01-09 04:00:00,北京,113.8,-4.5,1013.7,3.49,cv,-18.3,0,0
2010-01-09 05:00:00,北京,120.7,-7.4,1016.2,3.91,SE,-21.9,0,0
2010-01-09 06:00:00,北京,114.3,-8.9,1012.3,5.34,cv,-22.0,0,0
2010-01-09 07:00:00,北京,117.4,-10.6,1014.1,6.05,NE,-26.5,0,0
2010-01-09 08:00:00,北京,120.2,-10.9,1011.1,4.49,SE,-27.8,0,0
2010-01-09 09:00:00,北京,108.1,-5.5,1008.8,3.01,cv,-18.8,0,0
2010-01-09 10:00:00,北京,117.2,-5.2,1011.9,3.91,NW,-18.3,0,0
2010-01-09 11:00:00,北京,116.7,-7.5,1019.4,3.02,SE,-21.0,0,0
2010-01-09 12:00:00,北京,121.6,-2.6,1016.9,3.75,SE,-17.4,0,0
2010-01-09 13:00:00,北京,126.6,-2.8,1020.0,4.82,NE,-17.6,0,0
2010-01-09 14:00:00,北京,98.8,-2.4,1013.4,3.71,cv,-14.5,0,0
2010-01-09 15:00:00,北京,106.4,0.2,1007.4,3.76,NE,-11.5,0,0
2010-01-09 16:00:00,北京,121.8,0.9,1016.5,3.05,NW,-11.3,0,0
2010-01-09 17:00:00,北京,91.2,1.1,1014.6,8.07,SE,-9.1,7,0
2010-01-09 18:00:00,北京,86.6,1.1,1014.0,6.58,NW,-13.4,0,0
2010-01-09 19:00:00,北京,95.8,1.8,1009.0,3.83,NE,-12.0,0,0
2010-01-09 20:00:00,北京,101.1,-1.0,1013.4,3.1,NE,-14.8,0,0
2010-01-09 21:00:00,北京,89.6,0.4,1018.2,4.32,SE,-13.2,0,0
2010-01-09 22:00:00,北京,104.9,5.1,1007.4,4.4,SE,-7.8,0,0
2010-01-09 23:00:00,北京,99.8,-0.9,1006.1,3.56,NW,-18.4,0,0
2010-01-10 00:00:00,北京,101.5,-4.0,1016.9,2.82,SE,-19.9,0,0
2010-01-10 01:00:00,北京,100.4,0.3,1010.9,9.3,cv,-15.3,0,0
2010-01-10 02:00:00,北京,124.8,-2.3,1019.4,6.75,cv,-14.7,0,0
2010-01-10 03:00:00,北京,98.1,-3.5,1014.4,5.62,SE,-18.1,0,0
2010-01-10 04:00:00,北京,80.4,-5.6,1011.4,3.44,NW,-18.7,0,0
2010-01-10 05:00:00,北京,127.5,-4.5,1017.1,4.37,SE,-18.7,0,0
2010-01-10 06:00:00,北京,106.4,-4.1,1016.0,6.16,NW,-18.9,0,0
2010-01-10 07:00:00,北京,116.3,-8.7,1017.4,6.51,cv,-20.9,0,0
2010-01-10 08:00:00,北京,133.1,-6.6,1011.5,3.96,SE,-25.6,0,0
2010-01-10 09:00:00,北京,99.7,-5.4,1022.6,3.91,cv,-15.2,0,0
2010-01-10 10:00:00,北京,104.4,-8.3,1014.5,4.53,NW,-21.0,0,0
2010-01-10 11:00:00,北京,99.7,-3.3,1023.2,6.79,NE,-18.8,0,0
2010-01-10 12:00:00,北京,107.9,-3.1,1007.3,4.69,cv,-16.2,0,0
2010-01-10 13:00:00,北京,120.3,-6.6,1021.3,5.34,NW,-20.0,0,0
2010-01-10 14:00:00,北京,118.2,0.4,1017.4,3.12,cv,-12.7,0,0
2010-01-10 15:00:00,北京,111.6,-3.9,1014.7,2.81,SE,-18.8,6,0
2010-01-10 16:00:00,北京,87.4,-1.7,1007.2,4.1,NW,-14.5,0,0
2010-01-10 17:00:00,北京,72.8,2.1,1014.6,3.83,NE,-9.0,0,0
2010-01-10 18:00:00,北京,97.5,3.6,1004.6,3.9,cv,-12.0,0,0
2010-01-10 19:00:00,北京,88.1,2.2,1012.0,4.68,NW,-10.8,0,0
2010-01-10 20:00:00,北京,96.9,0.9,1018.6,3.02,NW,-11.5,0,0
2010-01-10 21:00:00,北京,98.3,1.5,1013.5,5.35,SE,-7.7,0,0
2010-01-10 22:00:00,北京,91.0,0.7,1013.7,4.29,cv,-11.3,3,0
2010-01-10 23:00:00,北京,99.0,2.4,1021.1,4.2,SE,-10.5,0,0
2010-01-11 00:00:00,北京,105.5,-1.2,1016.0,6.05,NE,-12.9,0,0
2010-01-11 01:00:00,北京,111.5,-2.9,1024.4,2.76,cv,-14.2,0,0
2010-01-11 02:00:00,北京,99.8,-5.8,1015.1,4.01,SE,-19.8,0,0
2010-01-11 03:00:00,北京,109.7,-5.3,1021.7,4.78,NE,-18.8,0,0
2010-01-11 04:00:00,北京,118.1,-5.6,1015.9,5.83,SE,-14.3,0,0
2010-01-11 05:00:00,北京,129.5,-8.7,1019.3,9.78,cv,-24.9,0,0
2010-01-11 06:00:00,北京,118.6,-10.7,1014.0,3.07,SE,-24.9,0,0
2010-01-11 07:00:00,北京,132.6,-5.7,1017.9,3.02,NE,-19.4,0,0
2010-01-11 08:00:00,北京,125.6,-9.9,1019.5,5.22,SE,-25.8,0,0
2010-01-11 09:00:00,北京,128.9,-10.3,1018.7,3.62,cv,-26.1,0,0
2010-01-11 10:00:00,北京,140.7,-4.1,1007.5,2.76,NE,-17.5,0,0
2010-01-11 11:00:00,北京,106.4,-4.7,1021.5,3.73,cv,-20.7,0,0
2010-01-11 12:00:00,北京,113.2,-3.3,1017.5,4.5,NE,-13.6,0,0
2010-01-11 13:00:00,北京,108.6,-3.2,1018.1,3.24,NE,-17.0,0,0
2010-01-11 14:00:00,北京,95.3,-0.2,1022.6,5.2,SE,-17.1,0,0
2010-01-11 15:00:00,北京,111.5,0.2,1014.5,6.04,SE,-12.0,0,0
2010-01-11 16:00:00,北京,124.8,-1.1,1018.7,3.65,SE,-14.8,3,0
2010-01-11 17:00:00,北京,108.5,-1.5,1019.3,3.12,NW,-11.4,0,0
2010-01-11 18:00:00,北京,110.7,-1.1,1013.9,3.62,NE,-17.0,0,0
2010-01-11 19:00:00,北京,118.2,1.7,1014.5,5.26,NE,-9.0,0,0
2010-01-11 20:00:00,北京,118.7,-0.1,1011.0,3.63,NE,-15.5,0,0
2010-01-11 21:00:00,北京,100.5,0.4,1002.6,3.29,NW,-13.4,0,0
2010-01-11 22:00:00,北京,117.0,1.2,1010.9,4.06,SE,-14.8,0,0
2010-01-11 23:00:00,北京,102.4,3.5,1007.0,7.27,NW,-11.1,0,0
2010-01-12 00:00:00,北京,93.1,-3.4,1008.5,4.97,NE,-15.5,0,0
2010-01-12 01:00:00,北京,98.4,-1.5,1011.9,4.19,NE,-18.8,0,0
2010-01-12 02:00:00,北京,90.9,-5.4,1028.4,3.88,cv,-17.0,0,0
2010-01-12 03:00:00,北京,101.6,-5.3,1010.7,4.11,SE,-17.9,0,0
2010-01-12 04:00:00,北京,111.9,-3.5,1018.6,5.07,SE,-15.0,0,0
2010-01-12 05:00:00,北京,129.7,-8.1,1008.0,3.98,NE,-24.3,0,0
2010-01-12 06:00:00,北京,144.3,-7.8,1018.8,2.64,cv,-25.4,0,0
2010-01-12 07:00:00,北京,110.2,-7.4,1020.6,4.78,NE,-23.4,0,0
2010-01-12 08:00:00,北京,133.9,-6.5,1011.3,4.95,NE,-21.2,0,0
2010-01-12 09:00:00,北京,118.2,-8.8,1014.4,3.28,NW,-19.3,0,0
2010-01-12 10:00:00,北京,136.9,-4.7,1011.7,2.67,NW,-18.2,0,0
2010-01-12 11:00:00,北京,129.1,-7.3,1019.7,2.92,NW,-21.1,0,0
2010-01-12 12:00:00,北京,107.2,-4.4,1017.7,3.41,NW,-17.9,0,0
2010-01-12 13:00:00,北京,137.9,-4.6,1020.3,5.92,NE,-20.3,0,0
2010-01-12 14:00:00,北京,116.4,-1.4,1014.6,4.45,NE,-13.2,0,0
2010-01-12 15:00:00,北京,113.6,2.5,1006.6,4.99,cv,-6.7,0,0
2010-01-12 16:00:00,北京,103.3,-1.0,1009.7,4.92,NE,-14.9,0,0
2010-01-12 17:00:00,北京,104.4,0.6,1008.0,3.14,SE,-12.5,0,0
2010-01-12 18:00:00,北京,113.8,0.6,1010.5,6.38,NE,-14.8,0,0
2010-01-12 19:00:00,北京,103.3,0.8,1011.8,4.65,SE,-9.9,0,0
2010-01-12 20:00:00,北京,107.1,0.7,1012.4,3.16,cv,-9.8,0,0
2010-01-12 21:00:00,北京,106.0,1.9,1013.6,3.28,NE,-11.7,0,0
2010-01-12 22:00:00,北京,117.0,-0.1,1005.6,4.79,NE,-14.2,7,0
2010-01-12 23:00:00,北京,97.6,-0.9,1019.3,3.9,NE,-13.8,0,0
2010-01-13 00:00:00,北京,85.8,-6.8,1018.4,5.17,SE,-16.6,0,0
2010-01-13 01:00:00,北京,118.7,1.1,1012.7,6.2,NW,-13.8,0,0
2010-01-13 02:00:00,北京,105.1,0.4,1012.1,6.4,NW,-12.8,0,0
2010-01-13 03:00:00,北京,126.0,-2.9,1013.2,6.93,NW,-17.1,0,0
2010-01-13 04:00:00,北京,121.1,-7.2,1015.3,4.85,cv,-27.9,0,0
2010-01-13 05:00:00,北京,118.8,-9.0,1019.9,4.67,cv,-24.5,0,0
2010-01-13 06:00:00,北京,128.2,-10.4,1017.3,4.6,cv,-24.2,0,0
2010-01-13 07:00:00,北京,150.6,-6.5,1018.3,4.2,NW,-19.2,0,0
2010-01-13 08:00:00,北京,154.5,-5.4,1017.0,6.0,NE,-19.9,0,0
2010-01-13 09:00:00,北京,131.9,-7.4,1014.2,5.17,NE,-21.3,0,0
2010-01-13 10:00:00,北京,133.5,-5.5,1008.6,4.56,NE,-23.0,0,0
2010-01-13 11:00:00,北京,143.9,-5.6,1023.5,4.72,SE,-21.3,4,0
2010-01-13 12:00:00,北京,119.4,-7.0,1020.1,3.69,NE,-17.6,0,0
2010-01-13 13:00:00,北京,131.1,-2.2,1022.0,3.17,SE,-16.7,0,0
2010-01-13 14:00:00,北京,123.7,-1.0,1012.8,5.79,NW,-17.3,0,0
2010-01-13 15:00:00,北京,124.2,-3.6,1017.7,5.15,NE,-12.3,0,0
